aEEriBuEe_1,aEEriBuEe_2,aEEriBuEe_3,aEEriBuEe_4,aEEriBuEe_G,aEEriBuEe_6,aEEriBuEe_7,aEEriBuEe_8,aEEriBuEe_9,aEEriBuEe_F,aEEriBuEe_11,aEEriBuEe_12,aEEriBuEe_13,aEEriBuEe_14,aEEriBuEe_E,aEEriBuEe_16,aEEriBuEe_17,aEEriBuEe_18,aEEriBuEe_19,aEEriBuEe_D,aEEriBuEe_21,aEEriBuEe_22,aEEriBuEe_23,aEEriBuEe_24,aEEriBuEe_C,aEEriBuEe_26,aEEriBuEe_27,aEEriBuEe_28,aEEriBuEe_29,aEEriBuEe_B,aEEriBuEe_31,aEEriBuEe_32,aEEriBuEe_33,aEEriBuEe_34,aEEriBuEe_A,aEEriBuEe_36,DaBeD
G,G,G,G,G,G,E,E,E,G,E,G,D,G,C,G,G,E,G,G,G,E,G,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,G,G,E,E,E,G,E,G,D,G,F,G,G,E,G,E,G,E,G,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,G,G,G,E,G,E,E,E,G,E,G,D,G,B,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,G,G,G,G,G,E,E,E,G,E,G,D,G,C,G,G,E,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,G,G,G,G,G,E,E,E,G,E,G,D,G,F,G,G,E,G,E,G,G,G,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,E,G,E,E,E,G,E,G,D,G,C,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,G,G,E,E,E,G,E,G,D,G,C,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,G,E,E,E,G,E,G,D,G,C,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,G,G,E,E,E,G,E,G,D,G,C,G,G,G,G,E,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,E,G,E,E,E,G,E,G,D,G,C,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
G,G,G,G,G,G,E,E,E,G,E,G,D,G,C,G,G,G,G,E,G,G,G,G,G,E,G,G,G,G,G,G,G,G,E,F,CoF
G,G,G,G,G,G,G,G,G,G,E,G,D,G,F,G,E,E,G,G,G,G,E,E,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,G,G,E,G,D,G,F,G,E,E,G,G,G,G,E,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,E,G,E,G,D,G,F,G,E,E,G,G,G,E,E,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
E,G,G,G,G,G,G,G,G,G,E,G,D,G,B,G,E,E,G,G,G,G,E,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,G,G,E,G,D,G,F,G,E,G,G,G,G,G,E,G,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,E,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,E,G,F,CoF
G,G,G,G,G,E,G,G,E,G,E,G,D,G,F,G,G,E,G,E,G,E,G,E,G,E,G,G,G,G,E,G,G,E,G,F,CoF
G,G,G,G,G,E,E,G,E,G,E,G,D,G,C,G,G,E,G,G,G,E,G,E,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,E,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,E,G,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,E,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,E,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,E,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,E,G,G,G,E,G,G,G,G,E,G,D,G,C,E,G,E,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,E,G,F,CoF
G,G,G,G,E,E,E,G,G,G,E,G,D,G,C,G,G,E,G,E,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,G,E,E,G,G,G,E,G,D,G,C,G,G,E,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,E,G,G,E,G,E,G,D,G,F,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,E,G,F,CoF
G,G,G,G,G,E,E,G,E,G,E,G,D,G,C,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,E,E,G,E,G,E,G,D,G,F,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,E,G,F,CoF
G,G,G,G,G,E,G,G,E,G,E,G,D,G,C,G,G,E,G,E,G,E,G,E,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,E,E,E,G,E,G,E,G,D,G,F,G,G,E,G,E,G,E,G,E,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,E,G,E,G,G,G,G,E,G,D,G,C,G,G,E,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,E,G,E,G,G,G,G,E,G,D,G,C,G,G,E,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,E,E,E,G,G,G,E,G,D,G,C,G,G,E,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,G,G,E,G,E,G,D,G,C,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,E,G,G,E,G,E,G,D,G,C,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,E,G,E,G,G,E,G,E,G,D,G,F,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,E,E,G,E,G,E,G,D,G,F,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,E,E,G,E,G,E,G,D,G,C,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,E,E,E,G,E,G,E,G,D,G,F,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
E,E,E,G,G,E,G,G,G,G,E,G,D,G,B,G,G,E,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,E,G,E,G,E,G,G,G,G,E,G,D,G,B,G,G,E,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,E,G,G,E,E,G,G,G,E,G,D,G,B,G,G,E,G,E,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,G,E,E,G,G,E,G,E,G,D,G,B,G,G,E,G,G,G,E,G,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,G,G,G,E,E,E,G,E,G,E,G,D,G,B,G,G,E,G,G,G,E,G,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,E,G,E,G,E,G,G,G,G,E,G,D,G,B,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,G,E,E,G,G,E,G,E,G,D,G,B,G,G,E,G,G,G,E,G,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,G,G,G,E,E,E,G,E,G,E,G,D,G,B,G,G,E,G,G,G,E,G,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,E,G,G,G,G,G,E,G,E,G,G,G,G,E,G,G,E,G,F,CoF
E,G,G,G,G,E,G,G,G,G,E,G,D,G,F,G,G,E,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,E,G,F,CoF
E,G,G,G,G,E,E,G,G,G,E,G,D,G,C,G,G,E,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,E,G,F,CoF
E,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,E,G,G,E,G,F,CoF
E,G,G,G,E,E,G,G,E,G,E,G,D,G,F,G,G,E,G,G,G,E,G,G,G,E,G,G,G,G,E,G,G,E,G,F,CoF
E,G,G,G,E,E,E,G,E,G,E,G,D,G,F,G,G,E,G,G,G,E,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
E,G,G,G,E,E,E,G,E,G,E,G,D,G,C,G,G,E,G,G,G,E,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
E,E,G,E,G,E,G,G,G,G,E,G,D,G,F,G,G,E,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,E,G,E,G,E,G,G,G,G,E,G,D,G,F,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,G,E,E,E,G,E,G,E,G,D,G,C,G,G,E,G,G,G,E,G,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,F,G,G,G,E,G,G,G,G,E,G,E,G,G,G,G,E,G,E,G,G,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,F,G,G,G,E,G,G,G,G,E,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,E,G,G,G,G,E,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,F,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,E,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,E,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,E,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,E,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,E,E,E,G,G,G,E,G,D,G,C,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,E,E,E,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,G,E,E,G,G,G,E,G,D,G,F,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,E,E,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,E,G,G,G,E,G,G,G,G,E,G,D,G,F,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,E,G,E,E,G,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,F,G,G,G,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,E,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,E,G,F,CoF
G,G,G,G,E,E,E,G,G,G,E,G,D,G,F,G,G,G,G,E,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,E,E,E,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,G,E,E,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,F,G,G,G,E,G,G,G,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,E,G,G,G,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,E,G,E,G,G,G,G,E,G,D,G,F,G,G,G,E,G,G,G,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,E,G,E,G,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,E,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,E,G,E,G,G,G,G,E,G,D,G,C,G,G,G,E,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,E,E,E,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,G,G,E,G,E,G,D,G,F,G,G,G,E,G,G,E,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,G,G,E,G,E,G,D,G,C,G,G,G,G,E,G,E,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,G,G,E,G,E,G,D,G,C,G,G,G,E,E,G,E,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,E,G,E,G,E,G,D,G,C,G,G,G,G,E,G,E,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,E,E,E,G,E,G,E,G,D,G,F,G,G,G,G,G,G,E,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,G,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,E,G,E,G,G,G,G,E,G,D,G,C,G,G,G,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,E,G,G,E,G,E,G,D,G,C,G,G,G,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,E,G,G,E,G,E,G,D,G,F,G,G,G,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,E,G,E,G,E,G,D,G,F,G,G,G,G,E,G,E,G,G,G,E,G,G,G,G,G,G,G,G,E,F,CoF
G,G,G,G,G,E,E,G,E,G,E,G,D,G,F,G,G,G,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,G,E,F,CoF
E,G,G,G,E,E,G,G,G,G,E,G,D,G,B,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,G,E,E,G,G,G,G,E,G,D,G,F,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,E,G,E,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,E,G,G,G,E,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,F,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,E,G,G,E,G,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,E,G,E,G,G,G,G,G,E,G,G,G,G,G,G,G,G,E,F,CoF
G,G,G,E,G,E,E,E,E,G,E,G,D,G,C,G,G,E,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,E,G,E,E,E,E,G,E,G,D,G,C,G,G,E,G,G,G,E,G,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,E,G,E,E,E,E,G,E,G,D,G,F,G,G,E,G,E,G,E,G,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,E,E,E,E,E,E,G,G,G,D,G,F,G,G,E,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,E,G,E,E,E,E,G,E,G,D,G,B,G,G,E,G,E,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,B,G,G,E,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,B,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,B,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,F,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,C,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
E,G,G,E,G,E,E,E,E,G,E,G,D,G,F,G,G,E,G,E,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,C,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,F,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,E,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,F,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,G,G,G,G,G,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
G,G,G,E,G,E,E,E,E,G,E,G,D,G,F,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
G,G,G,G,G,E,E,E,E,G,E,G,D,G,C,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
G,G,G,E,G,E,E,E,E,G,E,G,D,G,C,G,G,G,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,E,E,E,E,E,E,G,G,G,D,G,F,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,B,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,F,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,C,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,F,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,G,E,E,E,E,E,G,E,G,D,G,C,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,E,F,CoF
E,G,G,G,G,E,G,G,G,G,E,G,D,G,B,G,G,E,G,G,G,G,E,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,G,G,G,G,E,G,G,G,G,E,G,D,G,B,G,E,E,G,G,G,G,E,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
E,G,G,G,G,E,G,G,G,G,E,G,D,G,F,G,E,E,G,G,G,G,E,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,E,G,E,E,E,G,G,G,D,G,F,G,G,E,G,G,G,E,G,E,G,G,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,E,G,E,E,E,G,G,G,D,G,F,G,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,G,E,F,CoF
G,E,E,G,G,E,G,G,G,G,G,G,D,G,F,G,G,E,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,G,E,F,CoF
G,E,G,E,G,E,G,G,G,G,G,G,D,G,F,G,G,E,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,G,E,F,CoF
G,G,G,E,E,E,G,G,E,G,G,G,D,G,F,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,E,G,E,E,E,E,G,G,G,D,G,F,G,G,E,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,G,E,F,CoF
G,G,G,G,E,E,E,E,E,G,G,G,D,G,F,G,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,G,G,G,E,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,A,G,F,G,E,E,G,G,G,G,E,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,A,G,F,G,E,E,G,G,G,G,E,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,E,G,E,E,A,G,F,G,E,E,G,G,G,E,E,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,G,E,E,G,G,G,E,E,A,G,F,G,G,E,G,G,G,G,E,E,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,E,E,G,G,G,E,E,A,G,F,G,G,E,G,G,G,G,E,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,E,E,G,E,G,E,E,A,G,F,G,G,E,G,G,G,E,E,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,G,G,G,E,G,G,E,A,G,F,G,G,E,G,G,G,E,G,E,G,G,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,E,G,E,E,D,G,C,G,G,E,G,G,G,E,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
E,G,G,G,G,G,G,G,G,G,E,E,D,G,F,G,G,E,G,G,G,G,G,E,G,E,G,G,G,G,E,G,G,E,G,F,CoF
E,G,G,G,G,G,G,G,G,G,E,E,D,G,F,G,G,E,G,E,G,G,G,E,G,E,G,G,G,E,E,G,G,E,G,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,D,G,F,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,E,G,E,G,G,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,D,G,C,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,D,G,C,G,E,E,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,G,G,E,E,E,G,E,E,D,G,C,G,G,E,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,G,E,E,E,G,E,E,D,G,C,G,G,E,G,G,G,E,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
E,G,G,G,G,G,E,E,E,G,E,E,D,G,F,G,G,E,G,E,G,G,G,E,G,E,E,G,G,G,E,G,G,E,G,F,CoF
G,G,G,G,G,G,E,E,E,G,E,E,D,G,C,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,D,G,F,G,G,G,G,G,G,G,E,E,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,D,G,F,G,G,G,G,G,G,G,E,G,G,E,G,G,G,G,E,G,G,G,G,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,D,G,F,G,E,E,G,G,G,G,E,E,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,D,G,F,G,E,E,G,E,G,G,E,E,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,E,G,E,E,D,G,F,G,E,E,G,E,G,E,E,E,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,D,G,F,G,E,E,G,G,G,G,E,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,D,G,F,G,E,E,G,E,G,G,E,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,E,G,E,E,D,G,F,G,E,E,G,G,G,E,E,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,E,G,E,E,D,G,F,G,E,E,G,E,G,E,E,G,G,E,G,G,G,G,E,G,G,E,E,F,CoF
G,G,G,G,G,G,G,G,G,G,E,E,D,G,F,G,E,G,G,G,G,G,E,G,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,G,G,G,E,G,E,E,D,G,F,G,E,G,G,E,G,E,E,G,G,E,G,G,G,G,E,G,G,G,E,F,CoF
G,G,G,G,G,E,E,G,E,G,E,E,D,G,C,G,G,E,G,G,G,E,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
E,G,G,G,G,E,E,G,G,G,E,E,D,G,F,G,G,E,G,E,G,G,G,E,G,E,G,G,G,G,G,G,G,E,G,F,CoF
E,G,G,G,G,E,E,G,G,G,E,E,D,G,F,G,G,E,G,E,G,G,G,E,G,E,G,G,G,G,E,G,G,E,G,F,CoF
G,G,G,G,G,E,E,G,G,G,E,E,D,G,C,G,G,G,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,E,E,G,G,G,E,E,D,G,C,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,G,G,G,E,G,F,CoF
G,G,G,G,G,E,E,G,E,G,E,E,D,G,C,G,G,G,G,G,G,E,G,G,G,E,G,G,G,G,G,G,G,E,E,F,CoF
G,G,G,G,G,E,E,G,G,G,E,E,D,G,C,G,E,E,G,G,G,G,G,E,G,E,G,G,G,G,G,G,G,E,E,F,CoF
